type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
enemies,Monsters,Enemy_Dragon_Electric,Farosh,"A spirit of lightning has taken the form of this giant dragon. Making its home in the Faron region, it's said to have served the Spring of Courage since ancient times. The electricity that coats its body can cause lightning storms, but Farosh bears no ill will toward people. Few have seen it in the current age.",Rordrac,"Cet esprit de la foudre à l'apparence de dragon vit dans la région de Firone. On dit de lui qu'il est le gardien immémorial de la source du Courage. Son corps enveloppé d'électricité attire la foudre, mais il semble ne jamais attaquer les humains. De nos jours, bien peu de gens ont eu l'occasion de le voir."
enemies,Monsters,Enemy_DungeonBoss_Rito,Colgera,The culprit behind the blizzard that plagued the Hebra region. This huge beast harnesses wind to produce strong updrafts and lift itself aloft. The jagged layer of ice covering its body serves as a protective shield and allows it to launch frozen spikes at its foes.,Glagayla,"Responsable de la tempête de neige qui s'est abattue sur la région d'Hébra, cet énorme monstre se déplace librement dans les airs en contrôlant les vents et en générant de forts courants ascendants pour soulever son corps massif. La solide carapace de glace qui le recouvre fait office de bouclier, mais il peut également la lancer pour attaquer ses ennemis."
enemies,Monsters,Enemy_MiddleBoss_Goron,Moragia,"An enormous monster dwelling in Death Mountain. Its body is composed of boiling lava and hard rocks that are infused with gloom. To keep its body held together, the creature draws heat and gloom power from the crater.",Angania,"Ce monstre qui vit sur la montagne de la Mort a un corps composé de lave incandescente et de roches dures imprégnées de miasmes. Pour en maintenir la cohésion, il aspire la chaleur et les miasmes qui émanent du cratère de la montagne."
enemies,Monsters,Enemy_DungeonBoss_Goron,Marbled Gohma,"The culprit behind marbled rock roast, who produced it and brought it to the Eldin region. It uses its rock-covered legs to execute devastating attacks. The eyeball on its head may look vulnerable, but good luck reaching it atop this creature's massive body.",Lithogohma,"Fournisseur de la savouroche qui a fait perdre aux Gorons tout sens des réalités, cette terrifiante créature mi-roche, mi-bête, est capable d'aplatir ses adversaires d'un seul coup de ses énormes pattes ganguées de pierre. L'œil vissé au sommet de sa tête semble vulnérable, mais encore faut-il pouvoir l'atteindre."
enemies,Monsters,Enemy_LikeLike_Tar,Sludge Like,"These sludge-loving Like Likes are nightmarishly mobile. They ooze sludge, and they use that sludge to move around, sometimes creeping into areas that other types of Like Likes tend to avoid. As if that weren't enough, they also spew sludge out of their maws to slow and capture prey.",Like de vase,Ce spécimen de Like like se distingue par sa capacité à supporter la lumière et par son goût manifeste pour la vase. Son corps flasque en conserve de vastes quantités qu'il projette sur ses proies pour que celles-ci s'y embourbent jusqu'à ce qu'il les atteigne.
enemies,Monsters,Enemy_DungeonBoss_Zora,Mucktorok,"The culprit behind the sludge that plagued Zora's Domain. Despite its small size, it was able to produce a massive deluge of the substance, polluting the entire region. It can mold sludge into outer shells of various shapes, a technique it uses both to protect itself and attack its foes.",Octopoulpos,"Responsable de la vase qui s'est répandue un peu partout dans le Domaine Zora, ce monstre de petite taille est cependant capable de générer d'énormes quantités de matière putride. Il peut également la contrôler, aussi bien pour se défendre avec des couches protectrices de formes variées que pour lancer des attaques."
enemies,Monsters,Enemy_DungeonBoss_Gerudo,Queen Gibdo,"The ruler of the Gibdos and the culprit behind the sand shroud that plagued the Gerudo region, the Queen Gibdo is an agile beast who built a nest in the desert to spawn her drones en masse. Her tough exoskeleton deflects ordinary weapons.",Reine gibdo,"Responsable de la brume de sable qui s'est abattue sur les contrées Gerudos, cette royale créature a fait son nid dans le désert pour y donner naissance à une armée de Gibdos. Rapide et protégée par son épaisse carapace, elle est insensible aux assauts des armes ordinaires."
enemies,Monsters,Enemy_DungeonBoss_Zonau,Seized Construct,"The construct that Mineru originally intended to house her spirit. It was changed into this ominous form by the magic power of the Demon King. Originally intended for construction, it is highly durable and able to withstand harsh conditions.",Golem corrompu,"Le Golem dans lequel Mineru avait initialement prévu d'abriter son esprit a été transformé en créature maléfique par les sortilèges du roi démon. Conçu à l'origine comme un Golem constructeur capable d'opérer dans les environnements les plus hostiles, il est extrêmement résistant."
enemies,Monsters,Enemy_PhantomGanon,Phantom Ganon,"Though it may walk on two legs, this creature is undeniably monstrous in appearance. A sinister aura permeates the air around it. You know little of its attributes or behavior, but its strength and weapon mastery make it a formidable foe. It was first sighted after the Upheaval. Its identity and origins are shrouded in mystery.",Fantôme de Ganon,"On ne sait pas qui est véritablement ce monstre à la forme humaine, tout comme on ignore ses caractéristiques et son comportement, mais ses apparitions ont été notées après le cataclysme. Il est très fort et manie les armes avec une grande dextérité, si bien qu'il est recommandé de l'affronter avec une extrême vigilance."
enemies,Monsters,Enemy_Ganondorf,Demon King Ganondorf,"An evil man who lived long ago in the era of Hyrule's founding. He was imprisoned beneath Hyrule Castle for ages, but the magic weakened, and his power has steadily been growing since. Now he has revived as a threat beyond the knowledge of any. A master of every known weapon, he will not hesitate to crush any foe who stands in his way.","Ganondorf, roi démon","Être maléfique dont l'origine remonte à la fondation du royaume d'Hyrule. Le sceau qui le maintenait prisonnier sous le château depuis des temps immémoriaux a fini par céder. Avec ses pouvoirs retrouvés, Ganondorf représente la plus terrible des menaces pour Hyrule. Sa maîtrise des armes et ses talents martiaux n'ont d'égal que sa volonté à détruire ses ennemis."
enemies,Monsters,Enemy_Ganondorf_Miasma,Demon King Ganondorf (2nd Form),The fearsome form that Demon King Ganondorf attained after unleashing the power of the secret stone. The ancient sages were no match for him and only barely managed to contain his devastating power. The gloom he produces is a corrosive substance so foul that it can wither anyone who touches it.,"Ganondorf, roi démon (2ͤ forme)","Sinistre apparence qu'a pris Ganondorf, le roi démon, après avoir libéré le pouvoir de la pierre occulte. Les Sages ancestraux n'ont pas pu l'arrêter mais ont réussi à sceller sa puissance dévastatrice. Les miasmes maléfiques qui émanent de cette créature corrompent tout ce qu'ils touchent et infligent des dégâts critiques."
enemies,Monsters,Enemy_Dragon_Darkness,Demon Dragon,"The form that Ganondorf, the Demon King, attained after swallowing a secret stone and attaining his true power. No trace of his original form remains. Its overwhelming magical strength would shake the skies. The jet-black scales covering it repel any and all attacks, save for those of the one and only Master Sword.",Dragon noir,"Apparence prise par Ganondorf, le roi démon, après avoir avalé la pierre occulte. Renonçant à tout vestige d'humanité, il a laissé s'exprimer la véritable nature de son pouvoir. La magie malfaisante de cette créature fait trembler le ciel, et aucune arme, à l'exception de l'épée de légende, ne peut franchir la sombre barrière de ses écailles d'ébène."
enemies,Monsters,Enemy_Dragon_Light_001,Light Dragon,"A spirit has taken the form of this giant dragon inhabiting the upper reaches of the skies. It is named for its shining golden mane and gleaming scales. It looks divine as it soars through the sky, giving off a soft glow, and its presence is comforting somehow.",Dragon blanc,"Cet esprit qui a pris l'apparence d'un dragon vit dans les hauteurs célestes. Son corps d'un blanc pur lui a donné son nom, mais il arbore aussi une brillante crinière dorée. Il s'illumine de mille feux en traversant le ciel. C'est un spectacle magnifique, mais qui remplit ceux qui en sont témoins d'une nostalgie inexplicable."
shrines,Shrine,Dungeon027,Anedamimik Shrine,,Sanctuaire Aneda Mimiqa,
shrines,Shrine,Dungeon049,Apogek Shrine,,Sanctuaire Apo Geqe,
shrines,Shrine,Dungeon116,Bamitok Shrine,,Sanctuaire Vami Toqa,
shrines,Shrine,Dungeon104,Chichim Shrine,,Sanctuaire Titi Maü,
shrines,Shrine,Dungeon051,Domizuin Shrine,,Sanctuaire Domi Zuïno,
shrines,Shrine,Dungeon031,Ekochiu Shrine,,Sanctuaire Eqo Tiü,
shrines,Shrine,Dungeon092,En-oma Shrine,,Sanctuaire En Oma,
shrines,Shrine,Dungeon122,Eshos Shrine,,Sanctuaire Exo Se,
shrines,Shrine,Dungeon072,Eutoum Shrine,,Sanctuaire Eüto Ume,
shrines,Shrine,Dungeon128,Ga-ahisas Shrine,,Sanctuaire Gaahi Sasa,
shrines,Shrine,Dungeon117,Ganos Shrine,,Sanctuaire Gano Sa,
shrines,Shrine,Dungeon037,Gasas Shrine,,Sanctuaire Ga Sasa,
shrines,Shrine,Dungeon040,Gatakis Shrine,,Sanctuaire Gata Qisa,
shrines,Shrine,Dungeon143,Gatanisis Shrine,,Sanctuaire Gata Nisisi,
shrines,Shrine,Dungeon018,Gemimik Shrine,,Sanctuaire Gemi Miqa,
shrines,Shrine,Dungeon099,Gikaku Shrine,,Sanctuaire Giqa Qun,
shrines,Shrine,Dungeon061,Gutanbac Shrine,,Sanctuaire Gutan Bati,
shrines,Shrine,Dungeon090,Igashuk Shrine,,Sanctuaire Iga Xuq,
